 Region,CultureGroup,MacroPolity,PolID,Predecessor,Successor,Contested.1yr,Reign.Number.predecessor,Start.reign.predecessor,End.reign.Transition,Overturn,Assassination.Predecessor,Intra.elite,Military.revolt,Popular.uprising,Separatist.rebellion,External.invasion,External.interference,Conflict.name,Description,References,Zotero.URL
Upper Egypt,Pharaonic_Egypt,Old Kingdom,EgOldK2,Userkara,Pepi I / Meryre,P*,1,-2323,-2321,P*,U*,P*,U*,U*,U*,A,U*,,"Malek (2000, 104) notes that Userkara's 'existence can be disputed'. If he did exist, his reign was almost certainly contested and he was overturned: power returned to Teti's line with the next king, Pepi II (Clayton 1994, 64-65).","(Lloyd 2010, xxxiv) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 64-65) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Malek 2000, 104) Malek, Jaromir. 2000. “The Old Kingdom (2686-2160 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 83–107. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/6AME4SP6.",
Upper Egypt,Pharaonic_Egypt,Old Kingdom,EgOldK2,Pepi I / Meryre,Merenre / Nemtyemsaf,U*,1,-2321,-2287,A,A,A,A,A,A,A,A,,"Pepi I was succeeded by his son Merenre (Clayton 1994, 66). The sources give no indication that Pepi was assassinated or that there was a general uprising during his reign.","(Lloyd 2010, xxxiv) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 65-67) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Malek 2000, 105) Malek, Jaromir. 2000. “The Old Kingdom (2686-2160 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 83–107. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/6AME4SP6.",
Upper Egypt,Pharaonic_Egypt,Old Kingdom,EgOldK2,Merenre / Nemtyemsaf,Pepi II / Neferkare,A*,1,-2287,-2278,A*,A*,A*,A*,A*,A*,A,A*,,"Baud (2010, 77) tells us that harem conspiracies and court intrigues were common during this period. Merenre was succeeded by his brother, Pepi II.","(Lloyd 2010, xxxiv) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Malek 2000, 106) Malek, Jaromir. 2000. “The Old Kingdom (2686-2160 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 83–107. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/6AME4SP6 $ (Baud 2010, 77) Baud, Michel. 2010. “The Old Kingdom.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:63–80. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/HEHUKZFF $ (Clayton 1994, 66-67) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
Upper Egypt,Pharaonic_Egypt,Old Kingdom,EgOldK2,Pepi II / Neferkare,Merenre II,P*,1,-2278,-2184,P*,U*,P*,U*,P*,U*,A,U*,,"It is possible that general uprisings against the king could have occurred, as suggested by the sack of the governor's palace at Balat and a fire around the temple of the ram god at Mendes (Baud 2010, 80). The end of Pepi II's reign is murky, but he seems to have been succeeded by Merenre II (Lloyd 2010, xxxiv).","(Lloyd 2010, xxxiv) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 66-67) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Baud 2010, 77, 80) Baud, Michel. 2010. “The Old Kingdom.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:63–80. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/HEHUKZFF $ (Spalinger 2010, 427) Spalinger, Anthony J. 2010. “Military Institutions and Warfare: Pharaonic.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 425–45. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/IPPCM5Q9.",
Upper Egypt,Pharaonic_Egypt,Old Kingdom,EgOldK2,Merenre II,Tepya Mentuhotep I,P*,1,-2184,-2184,U*,U*,U*,U*,U*,P*,A,U*,,"He was the son of Pepi II (Baud 2010, 67). Baud (2010, 77) tells us that harem conspiracies and court intrigues were common during this period. The Sixth Dynasty came to an end around 2181 BCE (Clayton 1994, 67).","(Lloyd 2010, xxxiv) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Baud 2010, 67, 77) Baud, Michel. 2010. “The Old Kingdom.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:63–80. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/HEHUKZFF $ (Clayton 1994, 67) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
Upper Egypt,Pharaonic_Egypt,Period of the Regions,EgRegns,Tepya Mentuhotep I,Intef I / Sehertawy,U*,1,-2133,-2125,U*,U*,U*,U*,U*,U*,A,U*,,"Little is known about Mentuhotep I, and no contemporary epigraphic sources for his reign have been discovered (Seidlmayer 2000, 124).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 72) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Seidlmayer 2000, 124) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ $ (Seidlmayer 2000, 124) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ.",
Upper Egypt,Pharaonic_Egypt,Period of the Regions,EgRegns,Intef I / Sehertawy,Intef II / Wahankh,A*,1,-2125,-2112,A*,A*,A*,A*,A*,A*,A,A*,,"The Eleventh Dynasty began in the First Intermediate Period with a series of kings, 'hardly more than nomarchs', ruling from Thebes and fighting with the northern Herakleopolitan kings for control of the country (Clayton 1994, 72). Little is known about Sehertawy Intef I, but his 'gigantic' saff tomb survives at el-Tarif (Seidlmayer 2000, 124). Separatist rebellions indicated by the struggles between the Theban and Herakleopolitan dynasties during this period (Clayton 1994, 72).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 72) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Seidlmayer 2000, 124) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ $ (Seidlmayer 2000, 124) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ.",
Upper Egypt,Pharaonic_Egypt,Period of the Regions,EgRegns,Intef II / Wahankh,Intef III / Nakjtnebtepnefer,U*,1,-2112,-2063,A,A,A,A,A,A,A,A,,"Intef II succeeded his brother Intef I and ruled for 50 years (Seidlmayer 2000, 125). He claimed to rule both Upper and Lower Egypt, but this seems to have been an aspirational claim, contested by the Herakleopolitan kings in the north (Clayton 1994, 72-73). He nevertheless pushed the border of the coalescing Theban state northwards until the nomarchs of Asyut checked his advance (Clayton 1994, 73; Seidlmayer 2000, 133). Intef II was succeeded by his son Intef III, so seems unlikely to have been overturned.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 72-73) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Seidlmayer 2000, 125-26, 133) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ $ (Seidlmayer 2000, 124) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ.",
Upper Egypt,Pharaonic_Egypt,Period of the Regions,EgRegns,Intef III / Nakjtnebtepnefer,Mentuhotep II / Nebhepetra,A*,1,-2063,-2055,A,A,A,A,A,A,A,A,,"Intef III succeeded his father and extended Theban control even further north, 'almost to Asyut' (Clayton 1994, 73). He faced opposition from the Herakleopolitan elite in the north (Willems 2010, 81) His successor Mentuhotep II was probably his son, so he seems unlikely to have been overturned (Callender 2000, 139)","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 72-73) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Seidlmayer 2000, 125-26, 133) Seidlmayer, Stephan. 2000. “The First Intermediate Period.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 108–36. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/Z27D4GXQ $ (Willems 2010, 81) Willems, Harco. 2010. “The First Intermediate Period and the Middle Kingdom.” In , edited by Alan B. Lloyd, 81–100. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/UP9SMB4T $ (Callender 2000, 139) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Period of the Regions,EgRegns,Mentuhotep II / Nebhepetra,Mentuhotep III / Sankhkara,U*,1,-2055,-2004,A,A,A,A,A,A,A,A,,"Mentuhotep II was the first Eleventh-Dynasty king to unify both Lower and Upper Egypt under his rule (Clayton 1994, 73-74). He faced both elite and popular opposition, including an uprising by the Thinite nome in the 14th year of his reign (Clayton 1994, 73-74). Stability characterized the latter part of his reign and he was able to pass the throne to his son Mentuhotep III (Clayton 1994, 75).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 73-75) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol1,Ptolemy I Soter,Ptolemy II Philadelphos,A,1,-305,-282,A,A,A,A,A,A,A,A,,"Ptolemy I was one of Alexander the Great's trusted generals, and after his death he served as satrap in Egypt for the Macedonian king's two successors (Clayton 1994, 208). In the face of opposition from other diadochi (followers) of Alexander, in 305 BCE he declared himself king of an independent Egypt (Lloyd 2000, 389). When he died, the throne passed to his son and chosen heir Ptolemy II (Clayton 1994, 210).","(Lloyd 2010, xli) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 209-11) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Lloyd 2000, 389) Lloyd, Alan B. 2000. “The Ptolemaic Period (332-30 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 388–413. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/XRS8SAQD. $ (Morkot 2010) Morkot, Robert. 2010. The A to Z of Ancient Egyptian Warfare. Lanham, MD: Rowman & Littlefield. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/AHFJE5Z2.",
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol1,Ptolemy II Philadelphos,Ptolemy III Euergetes I,P,1,-282,-246,A,A,A,A,A,A,A,A,,"Ptolemy II inherited the throne from his father and enjoyed a stable reign (Clayton 1994, 2010). However, he did face a mutiny by mercenary Gauls (Morkot 2010). When he died, rule passed to his son Ptolemy III (Clayton 1994, 2010).","(Lloyd 2010, xl) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 209-11) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Morkot 2010) Morkot, Robert. 2010. The A to Z of Ancient Egyptian Warfare. Lanham, MD: Rowman & Littlefield. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/AHFJE5Z2.",
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol1,Ptolemy III Euergetes I,Ptolemy IV Philopator,P,1,-246,-221,A,A,A,A,A,A,A,A,,"Ptolemy III put down a general uprising in Egypt around 246-245 BCE (Morkot 2010). When he died he was succeeded by his eldest son Ptolemy IV (Clayton 1994, 211).","(Lloyd 2010, xl) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 210-11) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Morkot 2010) Morkot, Robert. 2010. The A to Z of Ancient Egyptian Warfare. Lanham, MD: Rowman & Littlefield. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/AHFJE5Z2.",
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol1,Ptolemy IV Philopator,Ptolemy V Epiphanes,P,1,-221,-204,P,P,P,A*,A*,A,A,A,,"Ptolemy IV executed both his mother and brother soon after he came to the throne. During his reign there were 'revolts' in Egypt (Clayton 1994, 211). He may have been assassinated by his lover Agathoclea and her brother Agathocles. The throne passed to his son Ptolemy V (Clayton 1994, 211).","(Lloyd 2010, xl) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 210-11) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9. $ (Lloyd 2000, 410) Lloyd, Alan B. 2000. “The Ptolemaic Period (332-30 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 388–413. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/XRS8SAQD.",
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol2,Ptolemy V Epiphanes,Ptolemy VI Philometor,A,1,-204,-180,A,A,A,A,A,A,A,A,,"There was intra-elite conflict during Ptolemy V's reign between the 'conspirators' who may have been responsible for the murder of Ptolemy IV (but who had appointed themselves as the young king's guardians) and the 'popular general Tlepolemus' (Clayton 1994, 211). The 'Alexandrian mob' was responsible for lynching Agathocles, one of the conspirators (Lloyd 2000, 410). When Ptolemy V died the throne passed to his eldest son Ptolemy VI (Clayton 1994, 211).","(Lloyd 2010, xli) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 210-13) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Lloyd 2000, 410-11) Lloyd, Alan B. 2000. “The Ptolemaic Period (332-30 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 388–413. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/XRS8SAQD. $ (Morkot 2010, 179) Morkot, Robert. 2010. The A to Z of Ancient Egyptian Warfare. Lanham, MD: Rowman & Littlefield. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/AHFJE5Z2.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol2,Ptolemy VI Philometor,Ptolemy VII Neos Philopator,P,1,-180,-145,P,P*,P,A,A,A,A,P*,,"Clayton (1994, 211) describes two 'greedy officials, Eulaeus and Lenaeus', influencing the young king Ptolemy VI. When Ptolemy VI was taken prisoner by Antiochus IV of the Seleucid Empire, his younger brother was declared king as Ptolemy VII, but the latter never ruled over Egypt independently (Clayton 1994, 212; Lloyd 2010, xli). There was a long civil war between Ptolemy VI and his brother Ptolemy VIII, which 'frequently involved the actions of the [Alexandrian] mob' (Lloyd 2000, 411). There was also a rebellion at Thebes during Ptolemy VI's reign (Morkot 2010, 179). In 145 BCE, the king received a fatal wound in a battle in Syria (Clayton 1994, 212). The kingship then passed to his son Ptolemy VII (Clayton 1994, 213).","(Lloyd 2010, xli) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 211-13) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Lloyd 2000, 411) Lloyd, Alan B. 2000. “The Ptolemaic Period (332-30 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 388–413. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/XRS8SAQD $ (Morkot 2010, 179) Morkot, Robert. 2010. The A to Z of Ancient Egyptian Warfare. Lanham, MD: Rowman & Littlefield. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/AHFJE5Z2.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Greco-Roman_Egypt,Ptolemaic Kingdom,EgPtol2,Ptolemy VIII Euergetes II,Ptolemy IX Soter II,U*,1,-170,-116,U*,U*,U*,U*,U*,U*,A,U*,,"(Ptolemy VI and Ptolemy VIII needs more work. Transition was contested, whenever we consider this to be - reign start date needs to be looked at again, perhaps the order of kingship. The entire period is complicated by the long civil war with Ptolemy VI. If coded as multiple reigns, in one reign Ptolemy VIII was overthrown.). Ptolemy VIII came to the throne after murdering his nephew and stepson Ptolemy VII (Clayton 1994, 213-14). There was a long civil war between Ptolemy VI and his brother Ptolemy VIII, which 'frequently involved the actions of the [Alexandrian] mob' (Lloyd 2000, 411). Ptolemy VIII was forced to flee the Alexandrian mob to Cyprus but then successfully reinvaded Egypt and survived as king of Egypt until 116 BCE (Clayton 1994, 214). Harsiesis, a rebel king, also launched a separatist rebellion in Thebes (Morkot 2010, 180). Morkot (2010, 180) mentions 'military actions throughout the country' during the civil war between Ptolemy VIII and Cleopatra II, but does not specify whether these were led by soldiers or by different elites commanding troops. When Ptolemy VIII died, the throne passed to his daughter Cleopatra III ruling jointly with her eldest son, Ptolemy IX Soter II.","(Lloyd 2010, xli) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Clayton 1994, 213-14) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Lloyd 2000, 411) Lloyd, Alan B. 2000. “The Ptolemaic Period (332-30 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 388–413. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/XRS8SAQD.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
